ano,mes,tipoDespesa,codDocumento,tipoDocumento,codTipoDocumento,dataDocumento,numDocumento,valorDocumento,urlDocumento,nomeFornecedor,cnpjCpfFornecedor,valorLiquido,valorGlosa,numRessarcimento,codLote,parcela,idDeputado,data_captura
2026,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8079231,RECIBOS/OUTROS,1,2026-02-12 00:00:00,33258568,88.59,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8079231.PDF,MANYCHAT,00000000000010,88.59,0.0,,2224959,0,204528,2026-06-01 00:26:35
2026,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8055162,RECIBOS/OUTROS,1,2026-01-11 00:00:00,1E45AD22-0025,111.71,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8055162.PDF,"OPENAI OPCO, LLC",00000000000010,111.71,0.0,,2211594,0,204528,2026-06-01 00:26:35
2026,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8082165,RECIBOS/OUTROS,1,2026-03-11 00:00:00,1E45AD220027,107.24,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082165.PDF,"OPENAI OPCO, LLC",00000000000010,107.24,0.0,,2226594,0,204528,2026-06-01 00:26:35
2026,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8079225,RECIBOS/OUTROS,1,2026-02-11 00:00:00,1E45AD220026,107.75,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8079225.PDF,"OPENAI, LLC",00000000000010,107.75,0.0,,2224959,0,204528,2026-06-01 00:26:35
2026,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8082177,RECIBOS/OUTROS,1,2026-03-11 00:00:00,3C4A1666-0006,276.0,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082177.PDF,"TWITTER, INC.",00000000000010,276.0,0.0,,2226594,0,204528,2026-06-01 00:26:35
2026,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8055164,RECIBOS/OUTROS,1,2026-01-20 00:00:00,20012616549,165.49,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8055164.PDF,ZAPIER INC.,00000000000010,165.49,0.0,,2211594,0,204528,2026-06-01 00:26:35
2026,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8079242,RECIBOS/OUTROS,1,2026-02-20 00:00:00,20022026160,160.0,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8079242.PDF,ZAPIER INC.,00000000000010,160.0,0.0,,2224959,0,204528,2026-06-01 00:26:35
2026,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8082205,RECIBOS/OUTROS,1,2026-03-20 00:00:00,20032026160,160.0,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082205.PDF,ZAPIER INC.,00000000000010,160.0,0.0,,2226594,0,204528,2026-06-01 00:26:35
2026,1,TELEFONIA,8055166,NOTA FISCAL,0,2026-01-01 00:00:00,00000886710849,478.99,,TELEFÔNICA BRASIL S.A. VIVO,02558157000162,478.99,0.0,,2211594,0,204528,2026-06-01 00:26:35
2026,1,TELEFONIA,8055168,NOTA FISCAL,0,2026-01-01 00:00:00,00000886710853,59.0,,TELEFÔNICA BRASIL S.A. VIVO,02558157000162,59.0,0.0,,2211594,0,204528,2026-06-01 00:26:35
2026,2,TELEFONIA,8055171,NOTA FISCAL,0,2026-02-01 00:00:00,00000904767019,478.99,,TELEFÔNICA BRASIL S.A. VIVO,02558157000162,478.99,0.0,,2211595,0,204528,2026-06-01 00:26:35
2026,2,TELEFONIA,8055170,NOTA FISCAL,0,2026-02-01 00:00:00,00000904767041,59.0,,TELEFÔNICA BRASIL S.A. VIVO,02558157000162,59.0,0.0,,2211595,0,204528,2026-06-01 00:26:35
2026,3,TELEFONIA,8082172,NOTA FISCAL,0,2026-03-01 00:00:00,00000924875242,478.99,,TELEFÔNICA BRASIL S/A - VIVO,02558157000162,478.99,0.0,,2226594,0,204528,2026-06-01 00:26:35
2026,3,TELEFONIA,8082174,NOTA FISCAL,0,2026-03-01 00:00:00,00000924875265,59.0,,TELEFÔNICA BRASIL S/A - VIVO,02558157000162,59.0,0.0,,2226594,0,204528,2026-06-01 00:26:35
2026,3,ASSINATURA DE PUBLICAÇÕES,8082162,RECIBOS/OUTROS,1,2026-03-05 00:00:00,0503202659880,598.8,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082162.PDF,EMPRESA FOLHA DA MANHA S.A.,60579703000148,598.8,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082063,RECIBOS/OUTROS,1,2026-03-02 00:00:00,0203266098,60.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082063.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,60.98,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080094,RECIBOS/OUTROS,1,2026-02-03 00:00:00,030220264897,48.97,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080094.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,48.97,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080091,RECIBOS/OUTROS,1,2026-02-03 00:00:00,030220265698,56.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080091.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,56.98,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080096,RECIBOS/OUTROS,1,2026-02-09 00:00:00,090220264898,48.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080096.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,48.98,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080099,RECIBOS/OUTROS,1,2026-02-09 00:00:00,090220265399,53.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080099.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,53.99,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082065,RECIBOS/OUTROS,1,2026-03-09 00:00:00,090320264998,49.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082065.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,49.98,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082067,RECIBOS/OUTROS,1,2026-03-09 00:00:00,090320266299,62.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082067.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,62.99,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082069,RECIBOS/OUTROS,1,2026-03-12 00:00:00,120320264497,44.97,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082069.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,44.97,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082072,RECIBOS/OUTROS,1,2026-03-16 00:00:00,160320263594,35.94,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082072.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,35.94,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082074,RECIBOS/OUTROS,1,2026-03-16 00:00:00,160320264393,43.93,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082074.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,43.93,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082075,RECIBOS/OUTROS,1,2026-03-19 00:00:00,190320264799,47.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082075.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,47.99,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082076,RECIBOS/OUTROS,1,2026-03-23 00:00:00,230320263795,37.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082076.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,37.95,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082078,RECIBOS/OUTROS,1,2026-03-23 00:00:00,230320264294,42.94,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082078.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,42.94,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080088,RECIBOS/OUTROS,1,2026-02-24 00:00:00,240220261495,14.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080088.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,14.95,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082080,RECIBOS/OUTROS,1,2026-03-25 00:00:00,250320264395,43.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082080.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,43.95,0.0,,2226591,0,204528,2026-06-01 00:26:35
2026,2,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8080100,RECIBOS/OUTROS,1,2026-02-26 00:00:00,260220264398,43.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8080100.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,43.98,0.0,,2225454,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082090,RECIBOS/OUTROS,1,2026-03-02 00:00:00,SN,35.96,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082090.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,35.96,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082102,RECIBOS/OUTROS,1,2026-03-05 00:00:00,SN,15.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082102.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,15.98,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082103,RECIBOS/OUTROS,1,2026-03-05 00:00:00,SN,16.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082103.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,16.99,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082089,RECIBOS/OUTROS,1,2026-03-05 00:00:00,SN,63.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082089.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,63.98,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082107,RECIBOS/OUTROS,1,2026-03-10 00:00:00,SN,15.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082107.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,15.98,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082108,RECIBOS/OUTROS,1,2026-03-10 00:00:00,SN,15.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082108.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,15.99,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082096,RECIBOS/OUTROS,1,2026-03-11 00:00:00,SN,9.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082096.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,9.95,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082111,RECIBOS/OUTROS,1,2026-03-11 00:00:00,SN,39.98,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082111.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,39.98,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082112,RECIBOS/OUTROS,1,2026-03-11 00:00:00,SN,42.99,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082112.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,42.99,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082115,RECIBOS/OUTROS,1,2026-03-17 00:00:00,SN,10.96,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082115.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,10.96,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082116,RECIBOS/OUTROS,1,2026-03-17 00:00:00,SN,13.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082116.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,13.95,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082086,RECIBOS/OUTROS,1,2026-03-28 00:00:00,SN,34.96,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082086.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,34.96,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082087,RECIBOS/OUTROS,1,2026-03-30 00:00:00,SN,63.95,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082087.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,63.95,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082097,RECIBOS/OUTROS,1,2026-03-31 00:00:00,SN,26.94,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082097.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,26.94,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082117,RECIBOS/OUTROS,1,2026-03-31 00:00:00,SN,26.94,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082117.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,26.94,0.0,,2226593,0,204528,2026-06-01 00:26:35
2026,3,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8082088,RECIBOS/OUTROS,1,2026-03-31 00:00:00,SN,61.93,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/3195/2026/8082088.PDF,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,61.93,0.0,,2226592,0,204528,2026-06-01 00:26:35
2026,4,PASSAGEM AÉREA - SIGEPA,78D08947-BAC0-4EAF-94EF-146E99922FBD,NOTA FISCAL,0,2026-04-25 00:00:00,AWDHQN,327.85,,AZUL LINHAS AÉREAS,,327.85,0.0,0,0,0,204528,2026-06-01 00:26:35
2026,3,PASSAGEM AÉREA - SIGEPA,0C0785C2-2331-48FD-9184-3B2A5EC5D68D,NOTA FISCAL,0,2026-03-27 00:00:00,CITKUC,1486.9,,AZUL LINHAS AÉREAS,,1486.9,0.0,0,0,0,204528,2026-06-01 00:26:35
2026,3,PASSAGEM AÉREA - SIGEPA,2A3F4415-F9C1-4F9F-8C55-840C174950C7,NOTA FISCAL,0,2026-03-24 00:00:00,ON8GQT,1488.62,,AZUL LINHAS AÉREAS,,1488.62,0.0,0,0,0,204528,2026-06-01 00:26:35
2026,4,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8099964,RECIBOS/OUTROS,1,2026-04-02 00:00:00,S/N,6057.78,HTTPS://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/DOCUMENTOS/PUBL/2406/2026/8099964.PDF,JACIARA DE OLIVEIRA RIOS,94573646515,6057.78,0.0,,2236191,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8089667,NOTA FISCAL ELETRÔNICA,4,2026-04-15 15:25:27,56141,100.0,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8089667,AGB DERIVADOS DE PETROLEO LTDA,17138169000105,100.0,0.0,,2230516,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8083040,NOTA FISCAL ELETRÔNICA,4,2026-04-11 00:00:00,1701205,237.38,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8083040,AUTO POSTO SAO JOAO LTDA,13625629000179,237.38,0.0,,2227045,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8102141,NOTA FISCAL ELETRÔNICA,4,2026-04-25 11:56:00,1709800,446.25,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8102141,AUTO POSTO SAO JOAO LTDA,13625629000179,446.25,0.0,,2237273,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8102130,NOTA FISCAL ELETRÔNICA,4,2026-04-27 08:12:54,21805,230.06,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8102130,AUTO POSTO VELA BRANCA LTDA,11113733000159,230.06,0.0,,2237273,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8089663,NOTA FISCAL ELETRÔNICA,4,2026-04-13 07:23:35,475841,244.49,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8089663,BUSCA VIDA COMERCIO DE COMBUSTIVEIS LTDA,46730398000112,244.49,0.0,,2230516,0,160508,2026-06-01 00:26:35
2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8096560,NOTA FISCAL ELETRÔNICA,4,2026-05-06 00:00:00,259890,400.0,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8096560,"COELHO, MENDES & SILVA LTDA",15211436000105,400.0,0.0,,2234267,0,160508,2026-06-01 00:26:35
2026,4,COMBUSTÍVEIS E LUBRIFICANTES.,8093224,NOTA FISCAL ELETRÔNICA,4,2026-04-30 09:14:19,596016,300.0,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8093224,D &AMP; B COMERCIAL LTDA,05548976000117,300.0,0.0,,2232420,0,160508,2026-06-01 00:26:35
2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8096563,NOTA FISCAL ELETRÔNICA,4,2026-05-06 00:00:00,36748,150.0,HTTP://WWW.CAMARA.LEG.BR/COTA-PARLAMENTAR/NOTA-FISCAL-ELETRONICA?IDEDOCUMENTOFISCAL=8096563,EN COMBUSTIVEL LTDA,55986560000159,150.0,0.0,,2234267,0,160508,2026-06-01 00:26:35
