tipoVoto,dataRegistroVoto,idVotacaoContexto,deputado_.id,deputado_.uri,deputado_.nome,deputado_.siglaPartido,deputado_.uriPartido,deputado_.siglaUf,deputado_.idLegislatura,deputado_.urlFoto,deputado_.email,data_captura
NÃO,2026-05-19 16:08:43,122886361,160600,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/160600,ARTHUR OLIVEIRA MAIA,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,BA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/160600.JPG,DEP.ARTHUROLIVEIRAMAIA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,160601,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/160601,PR. MARCO FELICIANO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/160601.JPG,DEP.PR.MARCOFELICIANO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178829,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178829,CAPITÃO AUGUSTO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178829.JPG,DEP.CAPITAOAUGUSTO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178860,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178860,PAULO AZI,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,BA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178860.JPG,DEP.PAULOAZI@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178881,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178881,ALUISIO MENDES,REPUBLICANOS,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37908,MA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178881.JPG,DEP.ALUISIOMENDES@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178884,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178884,HILDO ROCHA,MDB,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36899,MA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178884.JPG,DEP.HILDOROCHA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178905,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178905,FABIO GARCIA,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,MT,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178905.JPG,DEP.FABIOGARCIA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178908,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178908,DELEGADO ÉDER MAURO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,PA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178908.JPG,DEP.DELEGADOEDERMAURO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178929,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178929,DIEGO GARCIA,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,PR,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178929.JPG,DEP.DIEGOGARCIA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,178934,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178934,TONINHO WANDSCHEER,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36763,PR,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178934.JPG,DEP.TONINHOWANDSCHEER@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:08:43,122886361,178987,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178987,ORLANDO SILVA,PCDOB,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36779,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178987.JPG,DEP.ORLANDOSILVA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204355,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204355,DA VITORIA,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37903,ES,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204355.JPG,DEP.DAVITORIA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204360,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204360,SILVIA CRISTINA,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37903,RO,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204360.JPG,DEP.SILVIACRISTINA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204372,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204372,JULIO CESAR RIBEIRO,REPUBLICANOS,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37908,DF,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204372.JPG,DEP.JULIOCESARRIBEIRO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204374,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204374,BIA KICIS,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,DF,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204374.JPG,DEP.BIAKICIS@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204398,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204398,FELIPE FRANCISCHINI,PODE,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36896,PR,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204398.JPG,DEP.FELIPEFRANCISCHINI@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204404,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204404,LUCAS REDECKER,PSD,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36834,RS,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204404.JPG,DEP.LUCASREDECKER@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204460,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204460,CARLOS JORDY,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,RJ,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204460.JPG,DEP.CARLOSJORDY@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204474,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204474,JUAREZ COSTA,REPUBLICANOS,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37908,MT,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204474.JPG,DEP.JUAREZCOSTA@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:08:43,122886361,204501,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204501,ALENCAR SANTANA,PT,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36844,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204501.JPG,DEP.ALENCARSANTANA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204512,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204512,DELEGADO MARCELO FREITAS,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,MG,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204512.JPG,DEP.DELEGADOMARCELOFREITAS@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:08:43,122886361,204535,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204535,SÂMIA BOMFIM,PSOL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36839,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204535.JPG,DEP.SAMIABOMFIM@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,204572,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/204572,CAPITÃO ALBERTO NETO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,AM,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/204572.JPG,DEP.CAPITAOALBERTONETO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,209787,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/209787,NIKOLAS FERREIRA,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,MG,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/209787.JPG,DEP.NIKOLASFERREIRA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220529,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220529,GILSON DANIEL,PODE,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36896,ES,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220529.JPG,DEP.GILSONDANIEL@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220539,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220539,DEFENSOR STÉLIO DENER,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,RR,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220539.JPG,DEP.DEFENSORSTELIODENER@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220543,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220543,RICARDO AYRES,REPUBLICANOS,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37908,TO,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220543.JPG,DEP.RICARDOAYRES@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220546,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220546,RODOLFO NOGUEIRA,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,MS,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220546.JPG,DEP.RODOLFONOGUEIRA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220547,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220547,MARCOS POLLON,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,MS,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220547.JPG,DEP.MARCOSPOLLON@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220558,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220558,ZÉ TROVÃO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,SC,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220558.JPG,DEP.ZETROVAO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220583,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220583,DELEGADO FABIO COSTA,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37903,AL,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220583.JPG,DEP.DELEGADOFABIOCOSTA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220588,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220588,ROBERTO DUARTE,REPUBLICANOS,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37908,AC,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220588.JPG,DEP.ROBERTODUARTE@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220590,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220590,CORONEL ULYSSES,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,AC,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220590.JPG,DEP.CORONELULYSSES@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220594,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220594,CORONEL ASSIS,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,MT,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220594.JPG,DEP.CORONELASSIS@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,220654,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220654,DELEGADO PAULO BILYNSKYJ,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220654.JPG,DEP.DELEGADOPAULOBILYNSKYJ@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:08:43,122886361,220668,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/220668,MARIA ARRAES,PSB,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36832,PE,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/220668.JPG,DEP.MARIAARRAES@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:08:43,122886361,221338,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/221338,PROFESSORA LUCIENE CAVALCANTE,PSOL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36839,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/221338.JPG,DEP.PROFESSORALUCIENECAVALCANTE@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,235088,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/235088,RIBEIRO NETO,SOLIDARIEDADE,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37904,MA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/235088.JPG,DEP.RIBEIRONETO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:08:43,122886361,235776,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/235776,SÉRGIO TURRA,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37903,RS,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/235776.JPG,DEP.SERGIOTURRA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,66385,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/66385,JULIO ARCOVERDE,PP,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37903,PI,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/66385.JPG,DEP.JULIOARCOVERDE@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,74428,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/74428,MENDONÇA FILHO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,PE,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/74428.JPG,DEP.MENDONCAFILHO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,91228,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/91228,WALDEMAR OLIVEIRA,AVANTE,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36898,PE,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/91228.JPG,DEP.WALDEMAROLIVEIRA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,98057,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/98057,LAFAYETTE DE ANDRADA,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,MG,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/98057.JPG,DEP.LAFAYETTEDEANDRADA@CAMARA.LEG.BR,2026-06-01 00:55:19
SIM,2026-05-19 16:26:15,122886364,141488,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/141488,PAULO TEIXEIRA,PT,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36844,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/141488.JPG,DEP.PAULOTEIXEIRA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,141531,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/141531,RODRIGO DE CASTRO,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,MG,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/141531.JPG,DEP.RODRIGODECASTRO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,153423,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/153423,RENILCE NICODEMOS,MDB,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/36899,PA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/153423.JPG,DEP.RENILCENICODEMOS@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,160600,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/160600,ARTHUR OLIVEIRA MAIA,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,BA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/160600.JPG,DEP.ARTHUROLIVEIRAMAIA@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,160601,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/160601,PR. MARCO FELICIANO,PL,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/37906,SP,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/160601.JPG,DEP.PR.MARCOFELICIANO@CAMARA.LEG.BR,2026-06-01 00:55:19
NÃO,2026-05-19 16:26:15,122886364,178860,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/DEPUTADOS/178860,PAULO AZI,UNIÃO,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/PARTIDOS/38009,BA,57,HTTPS://WWW.CAMARA.LEG.BR/INTERNET/DEPUTADO/BANDEP/178860.JPG,DEP.PAULOAZI@CAMARA.LEG.BR,2026-06-01 00:55:19
